trip_id,route_id,service_id,trip_headsign,trip_short_name,direction_id,block_id,shape_id,wheelchair_accessible,bikes_allowed
TB6-TB1084-1-16-41159592850,TB6,41159592850,Ж.К. ЛЮЛИН-3 - УХО,,,TB6141159592850,TB1084,0,0
TB6-TB1084-2-12-41159592850,TB6,41159592850,Ж.К. ЛЮЛИН-3 - УХО,,,TB6241159592850,TB1084,0,0
TB6-TB1084-4-12-41159592850,TB6,41159592850,Ж.К. ЛЮЛИН-3 - УХО,,,TB6441159592850,TB1084,0,0
A103-A1738-4-24-40450335951,A103,40450335951,ПЛОДОХРАНИЛИЩЕ,,,,A1738,0,0
A58-A96-15-12-25155018941,A58,25155018941,СТУДЕНТСКИ ГРАД,,,A581525155018941,A96,0,0
A58-A97-10-7-25155018941,A58,25155018941,СУ СВ.КЛИМЕНТ ОХРИДСКИ,,,A581025155018941,A97,0,0
A58-A402-4-23-25155018941,A58,25155018941,СУ СВ.КЛИМЕНТ ОХРИДСКИ,,,A58425155018941,A402,0,0
A58-A96-2-10-25155018941,A58,25155018941,СТУДЕНТСКИ ГРАД,,,A58225155018941,A96,0,0
A58-A97-9-9-25155018941,A58,25155018941,СУ СВ.КЛИМЕНТ ОХРИДСКИ,,,A58925155018941,A97,0,0
A58-A96-4-4-25155018941,A58,25155018941,СТУДЕНТСКИ ГРАД,,,A58425155018941,A96,0,0
A58-A97-8-3-25155018941,A58,25155018941,СУ СВ.КЛИМЕНТ ОХРИДСКИ,,,A58825155018941,A97,0,0
A58-A97-7-7-25155018941,A58,25155018941,СУ СВ.КЛИМЕНТ ОХРИДСКИ,,,A58725155018941,A97,0,0
A58-A97-11-19-25155018941,A58,25155018941,СУ СВ.КЛИМЕНТ ОХРИДСКИ,,,A581125155018941,A97,0,0
A58-A96-14-18-25155018941,A58,25155018941,СТУДЕНТСКИ ГРАД,,,A581425155018941,A96,0,0
A58-A402-9-23-25155018941,A58,25155018941,СУ СВ.КЛИМЕНТ ОХРИДСКИ,,,A58925155018941,A402,0,0
A58-A97-2-21-25155018941,A58,25155018941,СУ СВ.КЛИМЕНТ ОХРИДСКИ,,,A58225155018941,A97,0,0
A58-A97-6-17-25155018941,A58,25155018941,СУ СВ.КЛИМЕНТ ОХРИДСКИ,,,A58625155018941,A97,0,0
A58-A97-2-17-25155018941,A58,25155018941,СУ СВ.КЛИМЕНТ ОХРИДСКИ,,,A58225155018941,A97,0,0
A58-A96-1-10-25155018941,A58,25155018941,СТУДЕНТСКИ ГРАД,,,A58125155018941,A96,0,0
A58-A97-1-5-25155018941,A58,25155018941,СУ СВ.КЛИМЕНТ ОХРИДСКИ,,,A58125155018941,A97,0,0
A58-A96-12-22-25155018941,A58,25155018941,СТУДЕНТСКИ ГРАД,,,A581225155018941,A96,0,0
A58-A97-12-5-25155018941,A58,25155018941,СУ СВ.КЛИМЕНТ ОХРИДСКИ,,,A581225155018941,A97,0,0
A58-A96-11-12-25155018941,A58,25155018941,СТУДЕНТСКИ ГРАД,,,A581125155018941,A96,0,0
A58-A97-1-7-25155018941,A58,25155018941,СУ СВ.КЛИМЕНТ ОХРИДСКИ,,,A58125155018941,A97,0,0
A58-A97-7-13-25155018941,A58,25155018941,СУ СВ.КЛИМЕНТ ОХРИДСКИ,,,A58725155018941,A97,0,0
A58-A97-11-5-25155018941,A58,25155018941,СУ СВ.КЛИМЕНТ ОХРИДСКИ,,,A581125155018941,A97,0,0
TB6-TB1083-2-7-41159592850,TB6,41159592850,Ж.К. ЛОЗЕНЕЦ,,,TB6241159592850,TB1083,0,0
TB6-TB1084-5-7-41159592850,TB6,41159592850,Ж.К. ЛЮЛИН-3 - УХО,,,TB6541159592850,TB1084,0,0
TB6-TB1083-6-15-41159592850,TB6,41159592850,Ж.К. ЛОЗЕНЕЦ,,,TB6641159592850,TB1083,0,0
TB6-TB1083-2-5-41159592850,TB6,41159592850,Ж.К. ЛОЗЕНЕЦ,,,TB6241159592850,TB1083,0,0
TB6-TB830-2-20-41159592850,TB6,41159592850,Ж.К. БАНИШОРА,,,TB6241159592850,TB830,0,0
TB6-TB1083-6-17-41159592850,TB6,41159592850,Ж.К. ЛОЗЕНЕЦ,,,TB6641159592850,TB1083,0,0
TB6-TB1083-1-11-41159592850,TB6,41159592850,Ж.К. ЛОЗЕНЕЦ,,,TB6141159592850,TB1083,0,0
TB6-TB1083-6-11-41159592850,TB6,41159592850,Ж.К. ЛОЗЕНЕЦ,,,TB6641159592850,TB1083,0,0
TB6-TB830-6-20-41159592850,TB6,41159592850,Ж.К. БАНИШОРА,,,TB6641159592850,TB830,0,0
TB6-TB1083-2-13-41159592850,TB6,41159592850,Ж.К. ЛОЗЕНЕЦ,,,TB6241159592850,TB1083,0,0
TB6-TB1083-5-4-41159592850,TB6,41159592850,Ж.К. ЛОЗЕНЕЦ,,,TB6541159592850,TB1083,0,0
TB6-TB510-3-19-41159592850,TB6,41159592850,БУЛ. К. ВЕЛИЧКОВ,,,TB6341159592850,TB510,0,0
TB6-TB1083-1-13-41159592850,TB6,41159592850,Ж.К. ЛОЗЕНЕЦ,,,TB6141159592850,TB1083,0,0
TB6-TB1083-2-19-41159592850,TB6,41159592850,Ж.К. ЛОЗЕНЕЦ,,,TB6241159592850,TB1083,0,0
TB6-TB510-5-20-41159592850,TB6,41159592850,БУЛ. К. ВЕЛИЧКОВ,,,TB6541159592850,TB510,0,0
A28-A3714-3-11-21668103170,A28,21668103170,ЗООПАРКА,,,A28321668103170,A3714,0,0
A28-A2626-1-6-21668103170,A28,21668103170,КМЕТСТВО ЖЕЛЕЗНИЦА,,,A28121668103170,A2626,0,0
A28-A2626-4-6-21668103170,A28,21668103170,КМЕТСТВО ЖЕЛЕЗНИЦА,,,A28421668103170,A2626,0,0
A101-A1590-2-9-23719768710,A101,23719768710,Ж.К. ЛЮЛИН-8,,,A101223719768710,A1590,0,0
A101-A1590-3-3-23719768710,A101,23719768710,Ж.К. ЛЮЛИН-8,,,A101323719768710,A1590,0,0
A101-A1590-2-7-23719768710,A101,23719768710,Ж.К. ЛЮЛИН-8,,,A101223719768710,A1590,0,0
A101-A1590-2-23-23719768710,A101,23719768710,Ж.К. ЛЮЛИН-8,,,A101223719768710,A1590,0,0
A101-A1590-3-21-23719768710,A101,23719768710,Ж.К. ЛЮЛИН-8,,,A101323719768710,A1590,0,0
A101-A3611-1-18-23719768710,A101,23719768710,КРАЯ НА КВ. МИХАЙЛОВО,,,A101123719768710,A3611,0,0
TB6-TB1084-2-16-41159592850,TB6,41159592850,Ж.К. ЛЮЛИН-3 - УХО,,,TB6241159592850,TB1084,0,0
TB6-TB1084-4-4-41159592850,TB6,41159592850,Ж.К. ЛЮЛИН-3 - УХО,,,TB6441159592850,TB1084,0,0
TB6-TB1084-3-14-41159592850,TB6,41159592850,Ж.К. ЛЮЛИН-3 - УХО,,,TB6341159592850,TB1084,0,0
A101-A1590-3-11-23719768710,A101,23719768710,Ж.К. ЛЮЛИН-8,,,A101323719768710,A1590,0,0
A101-A3611-4-8-23719768710,A101,23719768710,КРАЯ НА КВ. МИХАЙЛОВО,,,A101423719768710,A3611,0,0
A101-A1590-4-11-23719768710,A101,23719768710,Ж.К. ЛЮЛИН-8,,,A101423719768710,A1590,0,0
A101-A1590-1-5-23719768710,A101,23719768710,Ж.К. ЛЮЛИН-8,,,A101123719768710,A1590,0,0
A101-A3611-2-16-23719768710,A101,23719768710,КРАЯ НА КВ. МИХАЙЛОВО,,,A101223719768710,A3611,0,0
A101-A3611-3-2-23719768710,A101,23719768710,КРАЯ НА КВ. МИХАЙЛОВО,,,A101323719768710,A3611,0,0
A101-A1590-1-21-23719768710,A101,23719768710,Ж.К. ЛЮЛИН-8,,,A101123719768710,A1590,0,0
A101-A1590-3-17-23719768710,A101,23719768710,Ж.К. ЛЮЛИН-8,,,A101323719768710,A1590,0,0
A101-A3611-4-14-23719768710,A101,23719768710,КРАЯ НА КВ. МИХАЙЛОВО,,,A101423719768710,A3611,0,0
A101-A1590-2-17-23719768710,A101,23719768710,Ж.К. ЛЮЛИН-8,,,A101223719768710,A1590,0,0
A101-A3611-2-18-23719768710,A101,23719768710,КРАЯ НА КВ. МИХАЙЛОВО,,,A101223719768710,A3611,0,0
A101-A3611-2-22-23719768710,A101,23719768710,КРАЯ НА КВ. МИХАЙЛОВО,,,A101223719768710,A3611,0,0
A101-A1590-3-13-23719768710,A101,23719768710,Ж.К. ЛЮЛИН-8,,,A101323719768710,A1590,0,0
A28-A3714-2-17-21668103170,A28,21668103170,ЗООПАРКА,,,A28221668103170,A3714,0,0
A101-A3611-1-14-23719768710,A101,23719768710,КРАЯ НА КВ. МИХАЙЛОВО,,,A101123719768710,A3611,0,0
A101-A3611-2-2-23719768710,A101,23719768710,КРАЯ НА КВ. МИХАЙЛОВО,,,A101223719768710,A3611,0,0
A28-A3714-1-3-21668103170,A28,21668103170,ЗООПАРКА,,,A28121668103170,A3714,0,0
A28-A3714-1-7-21668103170,A28,21668103170,ЗООПАРКА,,,A28121668103170,A3714,0,0
A101-A3611-4-12-23719768710,A101,23719768710,КРАЯ НА КВ. МИХАЙЛОВО,,,A101423719768710,A3611,0,0
A101-A1590-4-21-23719768710,A101,23719768710,Ж.К. ЛЮЛИН-8,,,A101423719768710,A1590,0,0
A101-A3611-2-6-23719768710,A101,23719768710,КРАЯ НА КВ. МИХАЙЛОВО,,,A101223719768710,A3611,0,0
A101-A3611-2-4-23719768710,A101,23719768710,КРАЯ НА КВ. МИХАЙЛОВО,,,A101223719768710,A3611,0,0
A101-A1590-4-13-23719768710,A101,23719768710,Ж.К. ЛЮЛИН-8,,,A101423719768710,A1590,0,0
A101-A3611-1-8-23719768710,A101,23719768710,КРАЯ НА КВ. МИХАЙЛОВО,,,A101123719768710,A3611,0,0
A101-A3611-1-16-23719768710,A101,23719768710,КРАЯ НА КВ. МИХАЙЛОВО,,,A101123719768710,A3611,0,0
A101-A1590-3-9-23719768710,A101,23719768710,Ж.К. ЛЮЛИН-8,,,A101323719768710,A1590,0,0
A101-A1590-2-19-23719768710,A101,23719768710,Ж.К. ЛЮЛИН-8,,,A101223719768710,A1590,0,0
A28-A2626-3-14-21668103170,A28,21668103170,КМЕТСТВО ЖЕЛЕЗНИЦА,,,A28321668103170,A2626,0,0
A58-A97-9-19-25155018941,A58,25155018941,СУ СВ.КЛИМЕНТ ОХРИДСКИ,,,A58925155018941,A97,0,0
A58-A96-7-10-25155018941,A58,25155018941,СТУДЕНТСКИ ГРАД,,,A58725155018941,A96,0,0
A58-A96-15-8-25155018941,A58,25155018941,СТУДЕНТСКИ ГРАД,,,A581525155018941,A96,0,0
A28-A2626-4-10-21668103170,A28,21668103170,КМЕТСТВО ЖЕЛЕЗНИЦА,,,A28421668103170,A2626,0,0
A28-A3714-4-3-21668103170,A28,21668103170,ЗООПАРКА,,,A28421668103170,A3714,0,0
A58-A97-15-5-25155018941,A58,25155018941,СУ СВ.КЛИМЕНТ ОХРИДСКИ,,,A581525155018941,A97,0,0
A58-A402-13-23-25155018941,A58,25155018941,СУ СВ.КЛИМЕНТ ОХРИДСКИ,,,A581325155018941,A402,0,0
A58-A97-6-23-25155018941,A58,25155018941,СУ СВ.КЛИМЕНТ ОХРИДСКИ,,,A58625155018941,A97,0,0
A58-A96-2-12-25155018941,A58,25155018941,СТУДЕНТСКИ ГРАД,,,A58225155018941,A96,0,0
A58-A96-9-18-25155018941,A58,25155018941,СТУДЕНТСКИ ГРАД,,,A58925155018941,A96,0,0
A58-A96-2-2-25155018941,A58,25155018941,СТУДЕНТСКИ ГРАД,,,A58225155018941,A96,0,0
A58-A97-3-15-25155018941,A58,25155018941,СУ СВ.КЛИМЕНТ ОХРИДСКИ,,,A58325155018941,A97,0,0
A58-A96-16-2-25155018941,A58,25155018941,СТУДЕНТСКИ ГРАД,,,A581625155018941,A96,0,0
A58-A96-1-2-25155018941,A58,25155018941,СТУДЕНТСКИ ГРАД,,,A58125155018941,A96,0,0
A58-A97-2-15-25155018941,A58,25155018941,СУ СВ.КЛИМЕНТ ОХРИДСКИ,,,A58225155018941,A97,0,0
A58-A96-13-20-25155018941,A58,25155018941,СТУДЕНТСКИ ГРАД,,,A581325155018941,A96,0,0
A58-A96-15-22-25155018941,A58,25155018941,СТУДЕНТСКИ ГРАД,,,A581525155018941,A96,0,0
A58-A97-4-9-25155018941,A58,25155018941,СУ СВ.КЛИМЕНТ ОХРИДСКИ,,,A58425155018941,A97,0,0
A103-A1738-3-16-40450335951,A103,40450335951,ПЛОДОХРАНИЛИЩЕ,,,,A1738,0,0
A103-A1738-3-24-40450335951,A103,40450335951,ПЛОДОХРАНИЛИЩЕ,,,,A1738,0,0
A103-A1738-3-18-40450335951,A103,40450335951,ПЛОДОХРАНИЛИЩЕ,,,,A1738,0,0
A103-A1738-3-20-40450335951,A103,40450335951,ПЛОДОХРАНИЛИЩЕ,,,,A1738,0,0
A103-A1737-2-5-40450335951,A103,40450335951,Ж.К. ОБЕЛЯ-1,,,,A1737,0,0
A103-A1737-1-21-40450335951,A103,40450335951,Ж.К. ОБЕЛЯ-1,,,,A1737,0,0
A58-A96-5-22-25155018941,A58,25155018941,СТУДЕНТСКИ ГРАД,,,A58525155018941,A96,0,0
A103-A1738-4-4-40450335951,A103,40450335951,ПЛОДОХРАНИЛИЩЕ,,,,A1738,0,0
A101-A1590-2-3-23719768710,A101,23719768710,Ж.К. ЛЮЛИН-8,,,A101223719768710,A1590,0,0
A58-A96-9-2-25155018941,A58,25155018941,СТУДЕНТСКИ ГРАД,,,A58925155018941,A96,0,0
A101-A3611-1-12-23719768710,A101,23719768710,КРАЯ НА КВ. МИХАЙЛОВО,,,A101123719768710,A3611,0,0
A103-A1738-4-28-40450335951,A103,40450335951,ПЛОДОХРАНИЛИЩЕ,,,,A1738,0,0
A103-A4096-3-2-40450335951,A103,40450335951,ПЛОДОХРАНИЛИЩЕ,,,,A4096,0,0
A58-A97-15-9-25155018941,A58,25155018941,СУ СВ.КЛИМЕНТ ОХРИДСКИ,,,A581525155018941,A97,0,0
A103-A1738-3-4-40450335951,A103,40450335951,ПЛОДОХРАНИЛИЩЕ,,,,A1738,0,0
A103-A1738-2-22-40450335951,A103,40450335951,ПЛОДОХРАНИЛИЩЕ,,,,A1738,0,0
A103-A1738-3-10-40450335951,A103,40450335951,ПЛОДОХРАНИЛИЩЕ,,,,A1738,0,0
A58-A96-15-10-25155018941,A58,25155018941,СТУДЕНТСКИ ГРАД,,,A581525155018941,A96,0,0
A28-A3714-3-9-21668103170,A28,21668103170,ЗООПАРКА,,,A28321668103170,A3714,0,0
A103-A1738-1-12-40450335951,A103,40450335951,ПЛОДОХРАНИЛИЩЕ,,,,A1738,0,0
A28-A2626-3-12-21668103170,A28,21668103170,КМЕТСТВО ЖЕЛЕЗНИЦА,,,A28321668103170,A2626,0,0
A28-A2626-4-12-21668103170,A28,21668103170,КМЕТСТВО ЖЕЛЕЗНИЦА,,,A28421668103170,A2626,0,0
A103-A1738-3-22-40450335951,A103,40450335951,ПЛОДОХРАНИЛИЩЕ,,,,A1738,0,0
A103-A1738-2-18-40450335951,A103,40450335951,ПЛОДОХРАНИЛИЩЕ,,,,A1738,0,0
A103-A1738-2-20-40450335951,A103,40450335951,ПЛОДОХРАНИЛИЩЕ,,,,A1738,0,0
A28-A3714-2-7-21668103170,A28,21668103170,ЗООПАРКА,,,A28221668103170,A3714,0,0
A103-A1738-2-10-40450335951,A103,40450335951,ПЛОДОХРАНИЛИЩЕ,,,,A1738,0,0
A101-A3611-1-2-23719768710,A101,23719768710,КРАЯ НА КВ. МИХАЙЛОВО,,,A101123719768710,A3611,0,0
A28-A3714-2-13-21668103170,A28,21668103170,ЗООПАРКА,,,A28221668103170,A3714,0,0
A58-A402-12-23-25155018941,A58,25155018941,СУ СВ.КЛИМЕНТ ОХРИДСКИ,,,A581225155018941,A402,0,0
A103-A1738-3-8-40450335951,A103,40450335951,ПЛОДОХРАНИЛИЩЕ,,,,A1738,0,0
A101-A3611-2-14-23719768710,A101,23719768710,КРАЯ НА КВ. МИХАЙЛОВО,,,A101223719768710,A3611,0,0
A103-A1738-4-26-40450335951,A103,40450335951,ПЛОДОХРАНИЛИЩЕ,,,,A1738,0,0
A101-A1590-3-19-23719768710,A101,23719768710,Ж.К. ЛЮЛИН-8,,,A101323719768710,A1590,0,0
A101-A1590-4-19-23719768710,A101,23719768710,Ж.К. ЛЮЛИН-8,,,A101423719768710,A1590,0,0
A101-A1590-4-5-23719768710,A101,23719768710,Ж.К. ЛЮЛИН-8,,,A101423719768710,A1590,0,0
A101-A1590-2-5-23719768710,A101,23719768710,Ж.К. ЛЮЛИН-8,,,A101223719768710,A1590,0,0
A58-A97-6-19-25155018941,A58,25155018941,СУ СВ.КЛИМЕНТ ОХРИДСКИ,,,A58625155018941,A97,0,0
A103-A1738-2-12-40450335951,A103,40450335951,ПЛОДОХРАНИЛИЩЕ,,,,A1738,0,0
A101-A1590-2-11-23719768710,A101,23719768710,Ж.К. ЛЮЛИН-8,,,A101223719768710,A1590,0,0
A103-A1738-1-2-40450335951,A103,40450335951,ПЛОДОХРАНИЛИЩЕ,,,,A1738,0,0
A103-A1738-2-8-40450335951,A103,40450335951,ПЛОДОХРАНИЛИЩЕ,,,,A1738,0,0
A103-A1738-1-16-40450335951,A103,40450335951,ПЛОДОХРАНИЛИЩЕ,,,,A1738,0,0
A103-A1738-2-14-40450335951,A103,40450335951,ПЛОДОХРАНИЛИЩЕ,,,,A1738,0,0
A103-A1738-2-2-40450335951,A103,40450335951,ПЛОДОХРАНИЛИЩЕ,,,,A1738,0,0
A103-A1738-2-24-40450335951,A103,40450335951,ПЛОДОХРАНИЛИЩЕ,,,,A1738,0,0
A103-A1737-2-7-40450335951,A103,40450335951,Ж.К. ОБЕЛЯ-1,,,,A1737,0,0
A103-A1737-4-27-40450335951,A103,40450335951,Ж.К. ОБЕЛЯ-1,,,,A1737,0,0
A103-A1737-4-7-40450335951,A103,40450335951,Ж.К. ОБЕЛЯ-1,,,,A1737,0,0
A103-A1737-3-5-40450335951,A103,40450335951,Ж.К. ОБЕЛЯ-1,,,,A1737,0,0
A103-A1737-1-17-40450335951,A103,40450335951,Ж.К. ОБЕЛЯ-1,,,,A1737,0,0
A103-A1737-3-11-40450335951,A103,40450335951,Ж.К. ОБЕЛЯ-1,,,,A1737,0,0
A103-A1737-1-9-40450335951,A103,40450335951,Ж.К. ОБЕЛЯ-1,,,,A1737,0,0
A103-A1737-2-15-40450335951,A103,40450335951,Ж.К. ОБЕЛЯ-1,,,,A1737,0,0
A103-A1737-4-9-40450335951,A103,40450335951,Ж.К. ОБЕЛЯ-1,,,,A1737,0,0
A103-A1737-1-15-40450335951,A103,40450335951,Ж.К. ОБЕЛЯ-1,,,,A1737,0,0
A103-A1737-3-13-40450335951,A103,40450335951,Ж.К. ОБЕЛЯ-1,,,,A1737,0,0
A103-A1737-3-27-40450335951,A103,40450335951,Ж.К. ОБЕЛЯ-1,,,,A1737,0,0
A103-A1737-4-25-40450335951,A103,40450335951,Ж.К. ОБЕЛЯ-1,,,,A1737,0,0
A103-A1737-2-27-40450335951,A103,40450335951,Ж.К. ОБЕЛЯ-1,,,,A1737,0,0
A103-A1737-2-3-40450335951,A103,40450335951,Ж.К. ОБЕЛЯ-1,,,,A1737,0,0
A103-A1737-2-9-40450335951,A103,40450335951,Ж.К. ОБЕЛЯ-1,,,,A1737,0,0
A103-A1738-4-16-40450335951,A103,40450335951,ПЛОДОХРАНИЛИЩЕ,,,,A1738,0,0
A103-A1738-1-24-40450335951,A103,40450335951,ПЛОДОХРАНИЛИЩЕ,,,,A1738,0,0
A28-A2626-1-14-21668103170,A28,21668103170,КМЕТСТВО ЖЕЛЕЗНИЦА,,,A28121668103170,A2626,0,0
A103-A1738-4-14-40450335951,A103,40450335951,ПЛОДОХРАНИЛИЩЕ,,,,A1738,0,0
A103-A1738-2-28-40450335951,A103,40450335951,ПЛОДОХРАНИЛИЩЕ,,,,A1738,0,0
A101-A3611-3-16-23719768710,A101,23719768710,КРАЯ НА КВ. МИХАЙЛОВО,,,A101323719768710,A3611,0,0
A28-A2626-3-6-21668103170,A28,21668103170,КМЕТСТВО ЖЕЛЕЗНИЦА,,,A28321668103170,A2626,0,0
A101-A1590-2-21-23719768710,A101,23719768710,Ж.К. ЛЮЛИН-8,,,A101223719768710,A1590,0,0
A101-A3611-4-16-23719768710,A101,23719768710,КРАЯ НА КВ. МИХАЙЛОВО,,,A101423719768710,A3611,0,0
A101-A1590-1-15-23719768710,A101,23719768710,Ж.К. ЛЮЛИН-8,,,A101123719768710,A1590,0,0
A101-A3611-2-10-23719768710,A101,23719768710,КРАЯ НА КВ. МИХАЙЛОВО,,,A101223719768710,A3611,0,0
A28-A2626-1-4-21668103170,A28,21668103170,КМЕТСТВО ЖЕЛЕЗНИЦА,,,A28121668103170,A2626,0,0
A101-A1590-3-5-23719768710,A101,23719768710,Ж.К. ЛЮЛИН-8,,,A101323719768710,A1590,0,0
A101-A1590-1-19-23719768710,A101,23719768710,Ж.К. ЛЮЛИН-8,,,A101123719768710,A1590,0,0
A101-A3611-4-10-23719768710,A101,23719768710,КРАЯ НА КВ. МИХАЙЛОВО,,,A101423719768710,A3611,0,0
A101-A3611-4-2-23719768710,A101,23719768710,КРАЯ НА КВ. МИХАЙЛОВО,,,A101423719768710,A3611,0,0
A101-A3611-2-20-23719768710,A101,23719768710,КРАЯ НА КВ. МИХАЙЛОВО,,,A101223719768710,A3611,0,0
A28-A3714-2-5-21668103170,A28,21668103170,ЗООПАРКА,,,A28221668103170,A3714,0,0
A101-A3611-4-4-23719768710,A101,23719768710,КРАЯ НА КВ. МИХАЙЛОВО,,,A101423719768710,A3611,0,0
A101-A3611-3-8-23719768710,A101,23719768710,КРАЯ НА КВ. МИХАЙЛОВО,,,A101323719768710,A3611,0,0
A101-A1590-2-13-23719768710,A101,23719768710,Ж.К. ЛЮЛИН-8,,,A101223719768710,A1590,0,0
A101-A3611-3-6-23719768710,A101,23719768710,КРАЯ НА КВ. МИХАЙЛОВО,,,A101323719768710,A3611,0,0
A28-A3714-4-5-21668103170,A28,21668103170,ЗООПАРКА,,,A28421668103170,A3714,0,0
A28-A3714-1-9-21668103170,A28,21668103170,ЗООПАРКА,,,A28121668103170,A3714,0,0
A28-A3714-4-13-21668103170,A28,21668103170,ЗООПАРКА,,,A28421668103170,A3714,0,0
A28-A3714-1-13-21668103170,A28,21668103170,ЗООПАРКА,,,A28121668103170,A3714,0,0
A28-A3714-3-13-21668103170,A28,21668103170,ЗООПАРКА,,,A28321668103170,A3714,0,0
A28-A2626-4-8-21668103170,A28,21668103170,КМЕТСТВО ЖЕЛЕЗНИЦА,,,A28421668103170,A2626,0,0
A28-A2626-4-14-21668103170,A28,21668103170,КМЕТСТВО ЖЕЛЕЗНИЦА,,,A28421668103170,A2626,0,0
A28-A3714-3-3-21668103170,A28,21668103170,ЗООПАРКА,,,A28321668103170,A3714,0,0
A28-A2626-3-8-21668103170,A28,21668103170,КМЕТСТВО ЖЕЛЕЗНИЦА,,,A28321668103170,A2626,0,0
A28-A2626-1-8-21668103170,A28,21668103170,КМЕТСТВО ЖЕЛЕЗНИЦА,,,A28121668103170,A2626,0,0
A28-A2626-2-12-21668103170,A28,21668103170,КМЕТСТВО ЖЕЛЕЗНИЦА,,,A28221668103170,A2626,0,0
A28-A3714-4-11-21668103170,A28,21668103170,ЗООПАРКА,,,A28421668103170,A3714,0,0
A28-A3714-2-9-21668103170,A28,21668103170,ЗООПАРКА,,,A28221668103170,A3714,0,0
A28-A3714-1-15-21668103170,A28,21668103170,ЗООПАРКА,,,A28121668103170,A3714,0,0
A28-A3714-2-3-21668103170,A28,21668103170,ЗООПАРКА,,,A28221668103170,A3714,0,0
A28-A2626-2-6-21668103170,A28,21668103170,КМЕТСТВО ЖЕЛЕЗНИЦА,,,A28221668103170,A2626,0,0
A28-A2626-2-10-21668103170,A28,21668103170,КМЕТСТВО ЖЕЛЕЗНИЦА,,,A28221668103170,A2626,0,0
A28-A3714-4-9-21668103170,A28,21668103170,ЗООПАРКА,,,A28421668103170,A3714,0,0
A28-A3714-4-17-21668103170,A28,21668103170,ЗООПАРКА,,,A28421668103170,A3714,0,0
A28-A3714-3-7-21668103170,A28,21668103170,ЗООПАРКА,,,A28321668103170,A3714,0,0
A28-A3715-4-19-21668103170,A28,21668103170,МЕТРОСТАНЦИЯ ВИТОША,,,A28421668103170,A3715,0,0
A28-A2626-3-4-21668103170,A28,21668103170,КМЕТСТВО ЖЕЛЕЗНИЦА,,,A28321668103170,A2626,0,0
A28-A3715-3-19-21668103170,A28,21668103170,МЕТРОСТАНЦИЯ ВИТОША,,,A28321668103170,A3715,0,0
A28-A2626-2-4-21668103170,A28,21668103170,КМЕТСТВО ЖЕЛЕЗНИЦА,,,A28221668103170,A2626,0,0
A101-A1590-1-13-23719768710,A101,23719768710,Ж.К. ЛЮЛИН-8,,,A101123719768710,A1590,0,0
A103-A1737-4-5-40450335951,A103,40450335951,Ж.К. ОБЕЛЯ-1,,,,A1737,0,0
A103-A1737-4-23-40450335951,A103,40450335951,Ж.К. ОБЕЛЯ-1,,,,A1737,0,0
A103-A1737-3-17-40450335951,A103,40450335951,Ж.К. ОБЕЛЯ-1,,,,A1737,0,0
A103-A1737-2-29-40450335951,A103,40450335951,Ж.К. ОБЕЛЯ-1,,,,A1737,0,0
A103-A1737-2-13-40450335951,A103,40450335951,Ж.К. ОБЕЛЯ-1,,,,A1737,0,0
A103-A1737-4-11-40450335951,A103,40450335951,Ж.К. ОБЕЛЯ-1,,,,A1737,0,0
A28-A3715-2-19-21668103170,A28,21668103170,МЕТРОСТАНЦИЯ ВИТОША,,,A28221668103170,A3715,0,0
A28-A3714-1-11-21668103170,A28,21668103170,ЗООПАРКА,,,A28121668103170,A3714,0,0
A28-A3714-1-5-21668103170,A28,21668103170,ЗООПАРКА,,,A28121668103170,A3714,0,0
A28-A3714-3-17-21668103170,A28,21668103170,ЗООПАРКА,,,A28321668103170,A3714,0,0
A28-A3714-1-17-21668103170,A28,21668103170,ЗООПАРКА,,,A28121668103170,A3714,0,0
A28-A2626-1-10-21668103170,A28,21668103170,КМЕТСТВО ЖЕЛЕЗНИЦА,,,A28121668103170,A2626,0,0
A28-A2626-1-16-21668103170,A28,21668103170,КМЕТСТВО ЖЕЛЕЗНИЦА,,,A28121668103170,A2626,0,0
A28-A3714-4-15-21668103170,A28,21668103170,ЗООПАРКА,,,A28421668103170,A3714,0,0
A28-A3572-4-2-21668103170,A28,21668103170,КМЕТСТВО ЖЕЛЕЗНИЦА,,,A28421668103170,A3572,0,0
A28-A2626-1-18-21668103170,A28,21668103170,КМЕТСТВО ЖЕЛЕЗНИЦА,,,A28121668103170,A2626,0,0
A28-A3714-2-11-21668103170,A28,21668103170,ЗООПАРКА,,,A28221668103170,A3714,0,0
A28-A3715-1-19-21668103170,A28,21668103170,МЕТРОСТАНЦИЯ ВИТОША,,,A28121668103170,A3715,0,0
A28-A3714-4-7-21668103170,A28,21668103170,ЗООПАРКА,,,A28421668103170,A3714,0,0
A28-A2626-3-18-21668103170,A28,21668103170,КМЕТСТВО ЖЕЛЕЗНИЦА,,,A28321668103170,A2626,0,0
A28-A2626-4-16-21668103170,A28,21668103170,КМЕТСТВО ЖЕЛЕЗНИЦА,,,A28421668103170,A2626,0,0
A28-A2626-1-12-21668103170,A28,21668103170,КМЕТСТВО ЖЕЛЕЗНИЦА,,,A28121668103170,A2626,0,0
A28-A2626-4-4-21668103170,A28,21668103170,КМЕТСТВО ЖЕЛЕЗНИЦА,,,A28421668103170,A2626,0,0
